overall,reviewText
5,"Does anyone really need this much space? Hard to say, after about 20GBs of pictures and 40GBs of music, I started to wonder myself, if it was really necessary. But then I realized I had forgotten about adding movies! 50GBs of movies later I can definitely say I don't need this card and really just wanted it for the fun of it, but it /is/ nice to have your /entire/ collection of music in your phone, for someone with a bigger collection then me I'm sure this card would be a God-send."
5,"I received the SanDisk Ultra 32 GB microSDHC Class 10 UHS-1 Memory Card as estimated by Amazon on time as promised. The card showed a formated size of 29.71 GB in my Samsung Galaxy EK-GC100 camera, which I was very satisfied with. I purchased my camera at the same time which I also received on the same day. I've used the camera and memory card several times since then on setup and getting familiar with both products and am very pleased with the performance of both. Thank you Sandisk and Amazon.com"
5,"Decent storage, used on my GoPro Hero Camera. Windows XP doesn't recognise card and infomation. Would definately buy again, if needed."
5,"Not much to say here except that this is a decently priced product from a reliable manufacturer, you can't go wrong. I use this for my 1st generation Surface RT; I store movies on here and watch directly off the SD Card, works great!"
5,I have owned these little card for about a year now. Works as intended. No signs of corruption or data loss. I usually always buy sandisk.
4,"Have had no issues and does what is advertised.  Very handy.  Quite happy. :)I've used it with:  Windows 7, Mac OS X.Formatted as: FAT32 and NTFSVery good card. :)"
5,"Bought this for my Nook HD and it works perfectly without any problems.  I already used about 80% capacity with HD movies, and my Nook HD plays them flawlessly.  Very happy with the product."
5,"Card is perfect for use in GoPro. Write's fast and provides for super fast transfers to the computer. Price for two of these was the same as one 64GB card so the decision was easy. I'd rather have two cards so that I can swap them out, continue to record and have someone else transfer from the other one."
4,I just received this micro sd card. Everything works so far. I purchased 2 for my Galaxy s5 and my tablet. So far so go.
5,"The card works as expected. As long as I don't loose my data prematurely this will get 5 stars.  Overall, recommended."
5,Bought this for my Hero3. It came with a 16GB card. You will get about 1.5 hrs of video on this card. Great price!
5,"WOW. Transfer speeds on this MicroSD were phenomenal. I was using it on a Galaxy S2, and transferring everything from music to movies from the phone to my computer were fast. I mean a song per blink fast. The acronyms are getting a little crazy now (SD = Secure Digital, SDHC = Secure Digital High Capacity) and the 1 on the lower left means Ultra High Speed 1. Even I don't know what that means yet, but this thing is F-A-S-T."
5,"Whenever I get these cards, the first thing I do is connect it to my Windows 7 or 8 computers, and run this program to format it to FAT32.  Here's the link to the free program:[...]Many phones, cameras and tablets, need the card to be in FAT32 format, and sadly, it's not an option in Windows these days.  You can select NTFS or exFAT, but no option for FAT32 when it comes to this card.Using that program, you can format the card, then load it with whatever music or videos, and the card will work fine in your device.The 4 cards I have have never failed me in the past year, recommended :)"
5,It has worked perfectly for last few weeks. I am using it in a Garmin dash cam system. It has replaced the original 4Gig chip originally supplied with the unit. I have been using Sandisk chips for over ten years with absolutely no issues. This is top of the food chain for SD micro chips.
5,This is the third sd card I've bought. All have performed outstanding. Great for use in my cellphone and tablet.I definitely recommend this card.
5,"No problems.  I enjoy the added space for movies. Not sure what else to say about it.  If you need the GBs, get it!"
5,And works great. Slipped the card in place and with a small snap I was ready to go. My experience was very satisfied.
5,"These work great with Samsung S3 and Note 10.1. Ipads and Iphones got nothing on this, those users are amazed when they see all the parts manuals and technical documents and pictures I have at my fingertips (I have over 30gb of documentation and pdfs and pictures), all without some &#34;cloud&#34; that sucks your data especially when traveling out of the country, and with 32gb device memory still more than half free."
